"birthYear","nameFirst","nameLast","nameGiven","weight","height","bats","throws"
1963,"Jeff","Shaver","Jeffrey Thomas",195,75,"R","R"
1881,"Al","Shaw","Albert Simpson",165,68,"L","R"
1873,"Al","Shaw","Alfred Louis",170,68,"R","R"
1893,"Ben","Shaw","Benjamin Nathaniel",190,71,"R","R"
1933,"Bob","Shaw","Robert John",195,74,"R","R"
1987,"Bryan","Shaw","Bryan Anthony",226,73,"B","R"
1993,"Chris","Shaw","Christopher James",220,76,"L","R"
1944,"Don","Shaw","Donald Wellington",180,72,"L","L"
1859,"Dupee","Shaw","Frederick Lander",165,68,"L","L"
1884,"Hunky","Shaw","Royal N.",165,68,"B","R"
1966,"Jeff","Shaw","Jeffrey Lee",185,74,"R","R"
1893,"Jim","Shaw","James Aloysius",180,72,"R","R"
1863,"Sam","Shaw","Samuel Elmer",140,65,"R","R"
1990,"Travis","Shaw","Travis Richard",230,76,"L","R"
1994,"Mike","Shawaryn","Michael Thomas",240,74,"R","R"
1890,"Bob","Shawkey","James Robert",168,71,"R","R"
1876,"Danny","Shay","Daniel Charles",NA,70,"R","R"
1896,"Marty","Shay","Arthur Joseph",148,67,"R","R"
1881,"Gerry","Shea","Gerald Joseph",160,67,NA,"R"
1904,"John","Shea","John Michael Joseph",171,70,"L","L"
1900,"Merv","Shea","Mervyn John",175,71,"R","R"
1867,"Mike","Shea","Michael Joseph",170,70,NA,"R"
1874,"Nap","Shea","John Edward",155,65,"R","R"
1898,"Red","Shea","Patrick Henry",165,72,"R","R"
1920,"Spec","Shea","Francis Joseph",195,72,"R","R"
1942,"Steve","Shea","Steven Francis",215,75,"R","R"
1961,"Danny","Sheaffer","Danny Todd",185,72,"R","R"
1859,"Dan","Sheahan","Daniel J.",NA,NA,NA,NA
1900,"Al","Shealy","Albert Berley",175,71,"R","R"
1979,"Ryan","Shealy","Ryan Nelson",240,77,"R","R"
1883,"Dave","Shean","David William",175,71,"R","R"
1929,"Ray","Shearer","Ray Solomon",200,72,"R","R"
1977,"Tom","Shearn","Thomas Aaron",230,76,"R","R"
1871,"John","Shearon","John M.",NA,NA,NA,"R"
1890,"George","Shears","George Penfield",180,75,"R","L"
1878,"Jimmy","Sheckard","Samuel James Tilden",175,69,"L","R"
1999,"Emmet","Sheehan","George Emmet",220,77,"R","R"
1893,"Jack","Sheehan","John Thomas",165,68,"B","R"
1913,"Jim","Sheehan","James Thomas",196,74,"R","R"
1868,"Timothy","Sheehan","Timothy James",165,69,"L","R"
1894,"Tom","Sheehan","Thomas Clancy",190,74,"R","R"
1877,"Tommy","Sheehan","Thomas Patrick",160,68,"R","R"
1920,"Bud","Sheely","Hollis Kimball",200,73,"L","R"
1893,"Earl","Sheely","Earl Homer",195,75,"R","R"
1909,"Chuck","Sheerin","Charles Joseph",198,71,"R","R"
1971,"Andy","Sheets","Andrew Mark",180,74,"R","R"
1978,"Ben","Sheets","Ben M.",195,73,"R","R"
1996,"Gavin","Sheets","Gavin",230,77,"L","L"
1959,"Larry","Sheets","Larry Kent",217,75,"L","R"
1968,"Gary","Sheffield","Gary Antonian",190,71,"R","R"
1995,"Jordan","Sheffield","Jordan Ladon",190,70,"R","R"
1996,"Justus","Sheffield","Justus Kane",224,70,"L","L"
1958,"John","Shelby","John T.",175,73,"B","R"
1950,"Bob","Sheldon","Bob Mitchell",170,72,"L","R"
1936,"Rollie","Sheldon","Roland Frank",185,76,"R","R"
1968,"Scott","Sheldon","Scott Patrick",185,75,"R","R"
1983,"Steven","Shell","Steven Daniel",215,76,"R","R"
1898,"Frank","Shellenback","Frank Victor",192,74,"R","R"
1943,"Jim","Shellenback","James Philip",200,74,"L","L"
1910,"Hugh","Shelley","Hubert Leneirre",170,72,"R","R"
1969,"Ben","Shelton","Benjamin Davis",215,75,"R","L"
1980,"Chris","Shelton","Christopher Bob",220,72,"R","R"
1970,"Derek","Shelton","Derek Lee",186,72,"R","R"
1888,"Skeeter","Shelton","Andrew Kemper",175,71,"R","R"
1915,"Steve","Shemo","Stephen Michael",175,71,"R","R"
1998,"Austin","Shenton","Austin P.",205,72,"L","R"
1920,"Bert","Shepard","Bert Robert",185,71,"L","L"
1931,"Jack","Shepard","Jack Leroy",195,74,"R","R"
1919,"Larry","Shepard","Lawrence William",180,71,"R","R"
1897,"Ray","Shepardson","Raymond Francis",170,71,"R","R"
1992,"Chandler","Shepherd","James Chandler",215,73,"R","R"
1968,"Keith","Shepherd","Keith Wayne",205,74,"R","R"
1960,"Ron","Shepherd","Ronald Wayne",175,76,"R","R"
NA,"John","Sheppard","John",NA,NA,NA,NA
1896,"Bill","Sherdel","William Henry",160,70,"L","L"
1991,"James","Sherfy","James Harold",175,72,"R","R"
1907,"Roy","Sherid","Royden Richard",185,74,"R","R"
NA,NA,"Sheridan","Sheridan",NA,NA,NA,NA
1862,"Jack","Sheridan","John F.",NA,NA,NA,NA
1921,"Neill","Sheridan","Neill Rawlins",195,73,"R","R"
1957,"Pat","Sheridan","Patrick Arthur",175,75,"L","R"
1896,"Red","Sheridan","Eugene Anthony",160,70,"R","R"
1897,"Ed","Sherling","Edward Creech",185,73,"R","R"
1904,"John","Sherlock","John Clinton",175,70,"R","R"
1910,"Vince","Sherlock","Vincent Thomas",180,72,"R","R"
1890,"Dan","Sherman","Lester Daniel",145,66,"R","R"
1966,"Darrell","Sherman","Darrell Edward",160,69,"L","L"
1890,"Joe","Sherman","Joel Powers",165,72,"R","R"
1990,"Ryan","Sherriff","Ryan Sebastian",190,73,"L","L"
1956,"Dennis","Sherrill","Dennis Lee",165,72,"R","R"
1977,"George","Sherrill","George Friederich",225,72,"L","L"
1965,"Tim","Sherrill","Timothy Shawn",170,71,"L","L"
1889,"Fred","Sherry","Fred Peter",170,72,"R","R"
1935,"Larry","Sherry","Lawrence",180,74,"R","R"
1931,"Norm","Sherry","Norman Burt",180,71,"R","R"
1938,"Barry","Shetrone","Barry Stevan",190,74,"L","R"
1863,"Bill","Shettsline","William Joseph",NA,NA,NA,NA
1852,"John","Shetzline","John Henry",190,71,NA,NA
1909,"Jimmy","Shevlin","James Cornelius",155,70,"L","L"
1997,"Braden","Shewmake","Braden Jack",190,75,"L","R"
1838,"Ben","Shibe","Benjamin Franklin",NA,NA,NA,NA
1903,"Ben","Shields","Benjamin Cowan",195,73,"R","L"
1879,"Charlie","Shields","Charles Jessamine",175,70,"L","L"
1981,"James","Shields","James Anthony",210,75,"R","R"
1891,"Pete","Shields","Francis Leroy",175,72,"R","R"
1975,"Scot","Shields","Robert Scot",175,73,"R","R"
1958,"Steve","Shields","Stephen Mack",220,77,"R","R"
1964,"Tommy","Shields","Thomas Charles",180,72,"L","R"
1900,"Vince","Shields","Vincent William",185,71,"L","R"
1976,"Jason","Shiell","Jason Alexander",180,72,"R","R"
1935,"Garland","Shifflett","Garland Jesse",165,70,"R","R"
1966,"Steve","Shifflett","Stephen Earl",205,73,"R","R"
1968,"Mike","Shildt","Mike",NA,NA,NA,NA
1914,"Jim","Shilling","James Robert",175,71,"R","R"
1968,"Zak","Shinall","Zakary Sebastien",215,75,"R","R"
1892,"Ginger","Shinault","Enoch Erskine",170,71,"R","R"
1860,"Billy","Shindle","William D.",155,68,"R","R"
1956,"Razor","Shines","Anthony Razor",210,73,"B","R"
1972,"Tsuyoshi","Shinjo","Tsuyoshi",185,73,"R","R"
1895,"Ralph","Shinners","Ralph Peter",180,72,"R","R"
1867,"Tim","Shinnick","Timothy James",150,69,"B","R"
1959,"Dave","Shipanoff","David Noel",185,74,"R","R"
1880,"Bill","Shipke","William Martin",145,67,"R","R"
1992,"Braden","Shipley","Braden Alec",190,73,"R","R"
1963,"Craig","Shipley","Craig Barry",175,73,"R","R"
1935,"Joe","Shipley","Joseph Clark",210,76,"R","R"
1906,"Art","Shires","Charles Arthur",195,73,"L","R"
1898,"Duke","Shirey","Clair Lee",175,73,"R","R"
1940,"Bart","Shirley","Barton Arvin",183,70,"R","R"
1954,"Bob","Shirley","Robert Charles",180,71,"R","L"
1901,"Mule","Shirley","Ernest Raeford",180,71,"L","L"
1956,"Steve","Shirley","Steven Brian",185,72,"L","L"
1918,"Tex","Shirley","Alvis Newman",175,73,"B","R"
1907,"Ivey","Shiver","Ivey Merwin",190,73,"R","R"
1859,"George","Shoch","George Quintus",158,66,"R","R"
1890,"Urban","Shocker","Urban James",170,70,"R","R"
1942,"Costen","Shockley","John Costen",200,74,"L","L"
1939,"Charlie","Shoemaker","Charles Landis",155,70,"L","R"
1986,"Matt","Shoemaker","Matthew David",225,74,"R","R"
1905,"Milt","Shoffner","Milburn James",184,73,"L","L"
1919,"Strick","Shofner","Frank Strickland",187,70,"L","R"
1920,"Eddie","Shokes","Edward Christopher",170,72,"L","L"
1889,"Ray","Shook","Raymond Curtis",155,67,"R","R"
1931,"Ron","Shoop","Ronald Lee",180,71,"R","R"
1945,"Tom","Shopay","Thomas Michael",160,69,"L","R"
1980,"Kelly","Shoppach","Kelly Brian",220,72,"R","R"
1891,"Ernie","Shore","Ernest Grady",220,76,"R","R"
1921,"Ray","Shore","Raymond Everett",210,75,"R","R"
1904,"Bill","Shores","William David",185,72,"R","R"
1937,"Bill","Short","William Ross",170,69,"L","L"
1937,"Chris","Short","J Christopher",205,76,"R","L"
1917,"Dave","Short","David Orvis",162,71,"L","R"
1972,"Rick","Short","Richard Ryan",200,72,"R","R"
1995,"Zack","Short","Zachary Ryan",180,70,"R","R"
1892,"Chick","Shorten","Charles Henry",175,72,"L","L"
1884,"Burt","Shotton","Burton Edwin",175,71,"L","R"
1912,"Clyde","Shoun","Clyde Mitchell",188,73,"L","L"
1851,"John","Shoup","John H.",140,67,"L","L"
1968,"Brian","Shouse","Brian Douglas",180,71,"L","L"
1891,"John","Shovlin","John Joseph",163,67,"R","R"
1956,"Eric","Show","Eric Vaughn",185,73,"R","R"
1956,"Buck","Showalter","William Nathaniel",195,69,"L","L"
1990,"Chasen","Shreve","Chasen Dean",180,76,"L","L"
1866,"Lev","Shreve","Leven Laurence",150,71,"R","R"
1896,"Harry","Shriver","Harry Graydon",180,74,"R","R"
1924,"George","Shuba","George Thomas",180,71,"L","R"
1987,"JB","Shuck","Jack Burdett",195,71,"L","L"
1970,"Paul","Shuey","Paul Kenneth",215,75,"R","R"
1996,"Chase","Shugart","Chase C.",200,71,"L","R"
1866,"Frank","Shugart","Frank Harry",170,68,"L","R"
1888,"Toots","Shultz","Wallace Luther",175,70,"R","R"
1973,"Anthony","Shumaker","Anthony Warren",225,77,"L","L"
1915,"Harry","Shuman","Harry",195,74,"R","R"
1966,"Terry","Shumpert","Terrance Darnell",190,71,"R","R"
1921,"Vince","Shupe","Vincent William",180,71,"L","L"
1998,"Jared","Shuster","Jared Craig",210,75,"L","L"
1999,"Michael","Siani","Michael",188,73,"L","L"
1897,"Ed","Sicking","Edward Joseph",165,69,"R","R"
1967,"Joe","Siddall","Joseph Todd",200,73,"L","R"
1933,"Norm","Siebern","Norman Leroy",200,74,"L","R"
1912,"Dick","Siebert","Richard Walther",170,72,"L","L"
1953,"Paul","Siebert","Paul Edward",205,74,"L","L"
1937,"Sonny","Siebert","Wilfred Charles",190,75,"R","R"
1937,"Dwight","Siebler","Dwight Leroy",184,74,"R","R"
1870,"Fred","Siefke","Frederick Edwin",168,71,NA,NA
1861,"Fred","Siegel","Frederick",NA,NA,NA,NA
1874,"Johnny","Siegle","John Herbert",165,70,"R","R"
1989,"Kevin","Siegrist","Kevin Ryan",230,77,"L","L"
1901,"Oscar","Siemer","Oscar Sylvester",162,69,"R","R"
1967,"Candy","Sierra","Ulises",190,74,"R","R"
1996,"Magneuris","Sierra","Magneuris",178,71,"L","L"
1988,"Moises","Sierra","Moises",233,73,"R","R"
1965,"Ruben","Sierra","Ruben Angel",175,73,"B","R"
1875,"Ed","Siever","Edward Tilden",190,71,"L","L"
1926,"Roy","Sievers","Roy Edward",195,73,"R","R"
1864,"Frank","Siffell","Frank",NA,NA,NA,NA
1904,"Frank","Sigafoos","Francis Leonard",170,69,"R","R"
1891,"Paddy","Siglin","Wesley Peter",160,70,"R","R"
1899,"Tripp","Sigman","Wesley Triplett",180,72,"L","R"
1910,"Walter","Signer","Walter Donald Aloysius",185,72,"R","R"
1874,"Seth","Sigsby","Seth DeWitt",175,72,NA,NA
1974,"Brian","Sikorski","Brian Patrick",190,73,"R","R"
1914,"Eddie","Silber","Edward James",170,71,"R","R"
1865,"Ed","Silch","Edward",180,74,"R","R"
2000,"Chase","Silseth","Chase Robert",217,72,"R","R"
1979,"Carlos","Silva","Carlos",280,76,"R","R"
1896,"Danny","Silva","Daniel James",170,72,"R","R"
1973,"Jose","Silva","Jose Leonel",235,78,"R","R"
1977,"Walter","Silva","Walter",190,73,"R","R"
1935,"Al","Silvera","Aaron Albert",180,72,"R","R"
1924,"Charlie","Silvera","Charles Anthony Ryan",175,70,"R","R"
1956,"Luis","Silverio","Luis Pascual",165,71,"R","R"
1945,"Tom","Silverio","Tomas Roberto",170,70,"L","L"
1967,"Dave","Silvestri","David Joseph",180,72,"R","R"
1916,"Ken","Silvestri","Kenneth Joseph",200,73,"B","R"
1921,"Al","Sima","Albert",187,72,"R","L"
1971,"Bill","Simas","William Anthony",200,75,"L","R"
1902,"Al","Simmons","Aloysius Harry",190,71,"R","R"
1989,"Andrelton","Simmons","Andrelton Alexander",195,74,"R","R"
1973,"Brian","Simmons","Brian Lee",185,74,"B","R"
1929,"Curt","Simmons","Curtis Thomas",175,71,"L","L"
1885,"Hack","Simmons","George Washington",179,68,"R","R"
1845,"Joe","Simmons","Joseph S.",166,69,NA,NA
1924,"John","Simmons","John Earl",192,73,"R","R"
1838,"Lew","Simmons","Lewis",NA,NA,NA,NA
1963,"Nelson","Simmons","Nelson Bernard",185,73,"B","R"
1908,"Pat","Simmons","Patrick Clement",172,71,"R","R"
1990,"Shae","Simmons","Shae Austin",190,71,"R","R"
1949,"Ted","Simmons","Ted Lyle",193,71,"B","R"
1967,"Mike","Simms","Michael Howard",185,76,"R","R"
1981,"Alfredo","Simon","Alfredo",265,78,"R","R"
1862,"Hank","Simon","Henry Joseph",155,66,"R","R"
1883,"Mike","Simon","Michael Edward",188,71,"R","R"
1975,"Randall","Simon","Randall Carlito",180,72,"L","L"
1897,"Syl","Simon","Sylvester Adam",170,70,"R","R"
1966,"Doug","Simons","Douglas Eugene",160,72,"L","L"
1900,"Mel","Simons","Melbern Ellis",175,70,"L","R"
1973,"Jason","Simontacchi","Jason William",185,74,"R","R"
1977,"Allan","Simpson","Larry Allan",180,76,"R","R"
1943,"Dick","Simpson","Richard Charles",176,76,"R","R"
1925,"Harry","Simpson","Harry Leon",180,73,"L","R"
1951,"Joe","Simpson","Joe Allen",175,75,"L","L"
1855,"Marty","Simpson","Louis Martin",NA,NA,NA,NA
1948,"Steve","Simpson","Steven Edward",200,75,"R","R"
1927,"Tom","Simpson","Thomas Leo",190,73,"R","R"
1948,"Wayne","Simpson","Wayne Kirby",220,75,"R","R"
1941,"Duke","Sims","Duane B.",197,74,"L","R"
1946,"Greg","Sims","Gregory Emmett",190,72,"B","R"
1994,"Lucas","Sims","Lucas Sundberg",225,74,"R","R"
1891,"Pete","Sims","Clarence",165,71,"R","R"
1960,"Matt","Sinatro","Matthew Stephen",174,69,"R","R"
1971,"Steve","Sinclair","Steven Scott",190,74,"L","L"
1887,"Bert","Sincock","Herbert Sylvester",165,70,"L","L"
1885,"Hosea","Siner","Hosea John",185,70,"R","R"
1944,"Bill","Singer","William Robert",184,76,"R","R"
1996,"Brady","Singer","Brady Alan",215,77,"R","R"
1972,"Chris","Singleton","Christopher Verdell",195,74,"L","L"
1972,"Duane","Singleton","Duane Earl",170,73,"L","R"
1918,"Elmer","Singleton","Bert Elmer",174,74,"R","R"
1896,"John","Singleton","John Edward",171,71,"R","R"
1991,"Jon","Singleton","Jonathan Lee",230,74,"L","L"
1947,"Ken","Singleton","Kenneth Wayne",210,76,"B","R"
1910,"Fred","Sington","Frederic William",215,74,"R","R"
1984,"Brett","Sinkbeil","Brett Allen",210,74,"R","R"
1923,"Dick","Sipek","Richard Francis",170,69,"L","R"
1946,"John","Sipin","John White",175,73,"R","R"
1983,"Tony","Sipp","Tony Marcel",190,72,"L","L"
1995,"Jose","Siri","Jose Alexander",175,74,"R","R"
1971,"Mike","Sirotka","Michael Robert",190,73,"L","L"
1983,"Andy","Sisco","Andrew Frank",270,82,"L","L"
1995,"Chance","Sisco","Chance Thomas Leo",210,75,"L","R"
1969,"Steve","Sisco","Steven Michael",190,70,"R","R"
1957,"Doug","Sisk","Douglas Randall",210,74,"R","R"
1942,"Tommie","Sisk","Tommie Wayne",195,75,"R","R"
1931,"Dave","Sisler","David Michael",200,76,"R","R"
1920,"Dick","Sisler","Richard Allan",205,74,"L","R"
1893,"George","Sisler","George Harold",170,71,"L","L"
1920,"Sibby","Sisti","Sebastian Daniel",175,71,"R","R"
1994,"Brandyn","Sittinger","Brandyn Bernard",200,73,"R","R"
1881,"Carl","Sitton","Charles Vedder",170,70,"R","R"
1913,"Pete","Sivess","Peter",195,75,"R","R"
1958,"Jim","Siwy","James Gerard",200,76,"R","R"
1863,"Ed","Sixsmith","Edward",140,69,"R","R"
1982,"Grady","Sizemore","Grady",205,74,"L","L"
1985,"Scott","Sizemore","Scott Daniel",190,72,"R","R"
1945,"Ted","Sizemore","Theodore Crawford",165,70,"R","R"
1910,"Frank","Skaff","Francis Michael",185,70,"R","R"
1951,"Dave","Skaggs","David Lindsey",200,74,"R","R"
1991,"Tyler","Skaggs","Tyler Wayne",225,76,"L","L"
1964,"Joe","Skalski","Joseph Douglas",190,75,"R","R"
1940,"Dave","Skaugstad","David Wendell",179,73,"L","L"
1891,"Dave","Skeels","David L.",187,73,"L","R"
2002,"Paul","Skenes","Paul David",260,78,"R","R"
1919,"Harry","Sketchley","Harry Clement",180,70,"L","L"
1945,"Roe","Skidmore","Robert Roe",188,75,"R","R"
1895,"Bill","Skiff","William Franklin",170,70,"R","R"
1850,"Alex","Skinner","Stephen Alexander",NA,65,NA,NA
1931,"Bob","Skinner","Robert Ralph",190,76,"L","R"
1897,"Camp","Skinner","Elisha Harrison",165,71,"L","R"
1961,"Joel","Skinner","Joel Patrick",198,76,"R","R"
1990,"Kyle","Skipworth","Kyle Trent",230,76,"L","R"
1932,"Lou","Skizas","Louis Peter",175,71,"R","R"
1992,"Eric","Skoglund","Eric Lawrence",215,79,"L","L"
1947,"Craig","Skok","Craig Richard",190,72,"R","L"
1989,"Matt","Skole","Matthew Thomas",220,76,"L","R"
1880,"John","Skopec","John S.",190,70,"R","L"
1930,"Bill","Skowron","William Joseph",195,71,"R","R"
1972,"Matt","Skrmetta","Matthew Leland",220,75,"B","R"
1996,"Tarik","Skubal","Tarik Daniel",240,75,"R","L"
1957,"Bob","Skube","Robert Jacob",180,72,"L","L"
1904,"Gordon","Slade","Gordon Leigh",160,70,"R","R"
1859,"Art","Sladen","Arthur W.",NA,NA,NA,NA
1873,"Jimmy","Slagle","James Franklin",144,67,"L","R"
1869,"John","Slagle","John A.",175,70,"L","R"
1953,"Roger","Slagle","Roger Lee",190,75,"R","R"
1878,"Walt","Slagle","Walter Jennings",165,72,"B","R"
1984,"Anthony","Slama","Anthony Thomas",195,75,"R","R"
1992,"Dan","Slania","Daniel Alexander",275,77,"R","R"
1886,"Cy","Slapnicka","Cyril Charles",165,70,"B","R"
1898,"John","Slappey","John Henry",170,76,"L","L"
1980,"Doug","Slaten","Douglas",215,77,"L","L"
1997,"Justin","Slaten","Justin Michael",222,76,"R","R"
1992,"Austin","Slater","Austin Thomas",204,73,"R","R"
1950,"Jim","Slaton","James Michael",185,72,"R","R"
1878,"Jack","Slattery","John Thomas",191,74,"R","R"
1866,"Mike","Slattery","Michael J.",210,74,"L","L"
1893,"Phil","Slattery","Philip Richard",160,71,"R","L"
1958,"Don","Slaught","Donald Martin",190,73,"R","R"
1884,"Barney","Slaughter","Byron Atkins",165,71,"R","R"
1916,"Enos","Slaughter","Enos Bradsher",180,69,"L","R"
1941,"Sterling","Slaughter","Sterling Feore",165,71,"R","R"
1948,"Bill","Slayback","William Grover",200,76,"R","R"
1901,"Scottie","Slayback","Elbert",165,68,"R","R"
1902,"Steve","Slayton","Foster Herbert",163,72,"R","R"
1926,"Lou","Sleater","Louis Mortimer",185,71,"L","L"
1977,"Terrmel","Sledge","Terrmel",185,72,"L","L"
1992,"Aaron","Slegers","Aaron Allan",260,82,"R","R"
1914,"Bruce","Sloan","Bruce Adams",195,69,"L","L"
1890,"Tod","Sloan","Yale Yeastman",175,72,"L","R"
1918,"Dwain","Sloat","Dwain Clifford",168,72,"R","L"
1981,"Brian","Slocum","Brian John",215,74,"R","R"
1945,"Ron","Slocum","Ronald Reece",185,74,"R","R"
1966,"Heathcliff","Slocumb","Heath",180,75,"R","R"
1984,"Kevin","Slowey","Kevin Michael",200,75,"R","R"
1966,"Joe","Slusarski","Joseph Andrew",195,76,"R","R"
1962,"Craig","Smajstrla","Craig Lee",165,69,"B","R"
1971,"Aaron","Small","Aaron James",200,77,"R","R"
1905,"Charlie","Small","Charles Albert",180,71,"L","R"
1997,"Ethan","Small","Ethan Robert",215,76,"L","L"
1953,"Hank","Small","George Henry",205,75,"R","R"
1937,"Jim","Small","James Arthur Patrick",180,73,"L","L"
1967,"Mark","Small","Mark Allan",205,75,"R","R"
1926,"Roy","Smalley","Roy Frederick",190,75,"R","R"
1952,"Roy","Smalley","Roy Frederick",185,73,"B","R"
1871,"Will","Smalley","William Darwin",NA,NA,"R","R"
1893,"Walt","Smallwood","Walter Clayton",190,74,"R","R"
1973,"J. D.","Smart","Jon David",185,74,"R","R"
1923,"Joe","Smaza","Joseph Paul",175,71,"L","L"
1995,"Devin","Smeltzer","Devin Paul",195,75,"R","L"
1856,"Bill","Smiley","William B.",140,68,NA,NA
1965,"John","Smiley","John Patrick",180,76,"L","L"
NA,NA,"Smith","Smith",NA,NA,NA,NA
1907,"Al","Smith","Alfred John",180,71,"L","L"
1903,"Al","Smith","Alfred Kendricks",170,72,"R","R"
1928,"Al","Smith","Alphonse Eugene",189,72,"R","R"
1871,"Aleck","Smith","Alexander Benjamin",NA,NA,NA,"R"
1906,"Art","Smith","Arthur Laird",175,72,"R","R"
1941,"Bernie","Smith","Calvin Bernard",164,69,"R","R"
1865,"Bill","Smith","William E.",178,71,NA,NA
1934,"Bill","Smith","William Garland",190,72,"L","L"
NA,"Bill","Smith","William J.",NA,NA,NA,NA
1953,"Billy","Smith","Billy Edward",185,74,"B","R"
1954,"Billy","Smith","Billy Lavern",200,79,"R","R"
1861,"Billy","Smith","Frederick William",152,68,NA,"R"
1987,"Blake","Smith","Blake Matthew",220,74,"L","R"
1890,"Bob","Smith","Robert Ashley",160,71,"R","R"
1895,"Bob","Smith","Robert Eldridge",175,70,"R","R"
1974,"Bob","Smith","Robert Eugene",190,75,"R","R"
1930,"Bob","Smith","Robert Gilchrist",190,73,"R","L"
1928,"Bob","Smith","Robert Walkup",185,72,"R","L"
1934,"Bobby","Smith","Bobby Gene",180,71,"R","R"
1972,"Brian","Smith","Randall Brian",185,71,"R","R"
1959,"Brick","Smith","Brick Dudley",225,76,"R","R"
1955,"Bryn","Smith","Bryn Nelson",200,74,"R","R"
1979,"Bud","Smith","Robert Allan",170,72,"L","L"
1880,"Bull","Smith","Lewis Oscar",180,72,"R","R"
1990,"Burch","Smith","Burch Taylor",225,76,"R","R"
1999,"Cade","Smith","Cade Jared Benjamin",230,77,"R","R"
1991,"Caleb","Smith","Caleb Anthony",207,72,"R","L"
1901,"Carr","Smith","Emanuel Carr",175,73,"R","R"
1989,"Carson","Smith","Carson Donald",215,78,"R","R"
1989,"Chad","Smith","Chad Dennis",220,75,"L","R"
1995,"Chad","Smith","Rodney Chad",200,76,"R","R"
1937,"Charley","Smith","Charles William",170,73,"R","R"
1880,"Charlie","Smith","Charles Edwin",185,73,"R","R"
1840,"Charlie","Smith","Charles J.",150,70,NA,NA
1892,"Chick","Smith","John William",165,68,"L","L"
1901,"Chino","Smith","Charles E",180,71,"L","R"
1981,"Chris","Smith","Christopher Michael",190,72,"R","R"
1988,"Chris","Smith","Christopher Patrick",205,74,"R","R"
1957,"Chris","Smith","Christopher William",185,72,"B","R"
1969,"Chuck","Smith","Charles Edward",185,73,"R","R"
1914,"Clay","Smith","Clay Jamieson",190,74,"R","R"
1975,"Dan","Smith","Daniel Charles",210,75,"R","R"
1969,"Dan","Smith","Daniel Scott",190,77,"L","L"
1960,"Dar","Smith","Daryl Clinton",185,76,"R","R"
1914,"Dave","Smith","David Merwin",170,70,"R","R"
1955,"Dave","Smith","David Stanley",195,73,"R","R"
1957,"Dave","Smith","David Wayne",190,73,"R","R"
1939,"Dick","Smith","Richard Arthur",205,74,"R","R"
1926,"Dick","Smith","Richard Harrison",160,68,"R","R"
1944,"Dick","Smith","Richard Kelly",200,77,"R","R"
1995,"Dominic","Smith","Dominic David Rene",222,72,"L","L"
1892,"Doug","Smith","Douglass Weldon",168,70,"L","L"
1993,"Drew","Smith","Andrew David",192,73,"R","R"
1963,"Dwight","Smith","John Dwight",175,71,"L","R"
1992,"Dwight","Smith","John Dwight",210,72,"L","R"
1928,"Earl","Smith","Earl Calvin",185,72,"R","R"
1891,"Earl","Smith","Earl Leonard",170,71,"B","R"
1897,"Earl","Smith","Earl Sutton",180,70,"L","R"
1863,"Ed","Smith","Edgar Alexander",NA,NA,NA,NA
1879,"Ed","Smith","Rhesa Edward",170,71,"R","R"
1913,"Eddie","Smith","Edgar",174,70,"B","L"
1860,"Edgar","Smith","Albert Edward",200,72,NA,"R"
1862,"Edgar","Smith","Edgar Eugene",160,70,"R","R"
1868,"Elmer","Smith","Elmer Ellsworth",178,71,"L","L"
1892,"Elmer","Smith","Elmer John",165,70,"L","R"
1899,"Ernie","Smith","Ernest Henry",155,68,"R","R"
1879,"Frank","Smith","Frank Elmer",194,70,"R","R"
1857,"Frank","Smith","Frank L.",175,70,"R",NA
1928,"Frank","Smith","Frank Thomas",195,75,"R","R"
1865,"Fred","Smith","Fred Christopher",156,71,"L","R"
1891,"Fred","Smith","Fred Vincent",185,71,"R","R"
1878,"Fred","Smith","Frederick",186,72,"R","R"
1892,"George","Smith","George Allen",163,74,"R","R"
1937,"George","Smith","George Cornelius",170,70,"R","R"
1871,"George","Smith","George Henry",160,69,"R","R"
1901,"George","Smith","George Selby",175,73,"R","R"
1859,"Germany","Smith","George J.",175,72,"R","R"
1967,"Greg","Smith","Gregory Alan",170,71,"B","R"
1983,"Greg","Smith","Gregory Thomas",190,73,"L","L"
1902,"Hal","Smith","Harold Laverne",195,75,"R","R"
1931,"Hal","Smith","Harold Raymond",186,70,"R","R"
1930,"Hal","Smith","Harold Wayne",195,72,"R","R"
1883,"Happy","Smith","Henry Joseph",185,72,"L","R"
1889,"Harry","Smith","Harrison Morton",160,69,"R","R"
1874,"Harry","Smith","Harry Thomas",165,68,"R","R"
1856,"Harry","Smith","Harry W.",175,72,"R","R"
1890,"Harry","Smith","James Harry",180,70,"R","R"
1871,"Harvey","Smith","Harvey Fetterhoff",160,68,"L","R"
1907,"Hilton","Smith","Hilton Lee",180,74,"R","R"
1895,"Jack","Smith","Jack",165,68,"L","L"
1935,"Jack","Smith","Jack Hatfield",185,72,"R","R"
1893,"Jack","Smith","John Joseph",NA,69,"R","R"
1887,"Jake","Smith","Jacob John",200,77,"B","L"
1990,"Jake","Smith","Jacob Matthew",190,76,"R","R"
1977,"Jason","Smith","Jason William",195,75,"L","R"
1954,"Jim","Smith","James Lorne",185,75,"R","R"
1895,"Jimmy","Smith","James Lawrence",152,69,"B","R"
1984,"Joe","Smith","Joseph Michael",211,74,"R","R"
