"birthYear","nameFirst","nameLast","nameGiven","weight","height","bats","throws"
1893,"Joe","Smith","Salvatore Joseph",170,67,"R","R"
NA,"John","Smith","John",NA,NA,NA,NA
1858,"John","Smith","John Joseph",210,71,NA,NA
1906,"John","Smith","John Marshall",180,73,"B","R"
1986,"Jordan","Smith","Jordan L.",220,75,"R","R"
1997,"Josh","Smith","Josh Harris",172,70,"L","R"
1987,"Josh","Smith","Joshua Allen",210,74,"R","R"
1989,"Josh","Smith","Joshua Dwayne",200,75,"L","L"
1869,"Jud","Smith","Judson Grant",185,72,"R","R"
1953,"Keith","Smith","Keith Lavarne",178,69,"R","R"
1961,"Keith","Smith","Patrick Keith",175,73,"B","R"
1958,"Ken","Smith","Kenneth Earl",195,73,"L","R"
1988,"Kevan","Smith","Kevan Alan",230,76,"R","R"
1996,"Kevin","Smith","Kevin",190,72,"R","R"
1887,"Klondike","Smith","Armstrong Frederick",160,69,"L","L"
1957,"Lee","Smith","Lee Arthur",220,77,"R","R"
1859,"Leo","Smith","Lionel H.",142,66,"R",NA
1858,"Lewis","Smith","Lewis J.",165,70,NA,NA
1955,"Lonnie","Smith","Lonnie",170,69,"R","R"
1993,"Mallex","Smith","Mallex Lydell",170,69,"L","R"
1955,"Mark","Smith","Mark Christopher",215,74,"L","R"
1970,"Mark","Smith","Mark Edward",205,75,"R","R"
1979,"Matt","Smith","Matthew Joel",225,77,"L","L"
1915,"Mayo","Smith","Edward Mayo",183,72,"L","R"
1904,"Mike","Smith","Elwood Hope",170,71,"L","R"
1961,"Mike","Smith","Michael Anthony",175,72,"R","R"
1963,"Mike","Smith","Michael Anthony",180,75,"R","R"
1977,"Mike","Smith","Michael Anthony",205,71,"R","R"
1929,"Milt","Smith","Milton",165,70,"R","R"
1987,"Murphy","Smith","Murphy",210,75,"R","R"
1935,"Nate","Smith","Nathaniel Beverly",170,71,"R","R"
1865,"Ollie","Smith","Orlin Hudson",165,66,"L","L"
1954,"Ozzie","Smith","Osborne Earl",150,71,"B","R"
1894,"Paddy","Smith","Lawrence Patrick",195,72,"L","R"
1931,"Paul","Smith","Paul Leslie",165,68,"L","L"
1888,"Paul","Smith","Paul Stoner",190,73,"L","R"
1996,"Pavin","Smith","Pavin Joe",208,74,"L","L"
1966,"Pete","Smith","Peter John",185,74,"R","R"
1940,"Pete","Smith","Peter Luke",190,74,"R","R"
1864,"Phenomenal","Smith","John Francis",161,66,"L","L"
1856,"Pop","Smith","Charles Marvin",170,71,"R","R"
1892,"Pop-boy","Smith","Clarence Ossie",176,73,"R","R"
1955,"Ray","Smith","Raymond Edward",185,73,"R","R"
1890,"Red","Smith","James Carlisle",165,71,"R","R"
1899,"Red","Smith","Marvin Harold",165,67,"L","R"
1904,"Red","Smith","Richard Paul",185,70,"R","R"
1892,"Red","Smith","Willard Jehu",165,68,"R","R"
1945,"Reggie","Smith","Carl Reginald",180,72,"B","R"
1861,"Rex","Smith","Rex",190,70,NA,"R"
1995,"Riley","Smith","Riley Wade",207,73,"R","R"
1961,"Roy","Smith","LeRoy Purdy",200,75,"R","R"
1976,"Roy","Smith","Walter Roy",235,78,"R","R"
1905,"Rufus","Smith","Rufus Frazier",165,68,"R","L"
1982,"Seth","Smith","Garry Seth",210,75,"L","L"
1891,"Sherry","Smith","Sherrod Malone",170,73,"R","L"
1868,"Skyrocket","Smith","Samuel J.",170,74,"R",NA
1873,"Stub","Smith","James Abner",145,66,"L","R"
1883,"Syd","Smith","Sydney A.",190,70,"R","R"
1871,"Tom","Smith","Thomas Edward",165,67,"R","L"
1851,"Tom","Smith","Thomas N.",141,68,"R",NA
1948,"Tommy","Smith","Tommy Alexander",210,76,"L","R"
1884,"Tony","Smith","Anthony",150,69,"R","R"
1972,"Travis","Smith","Travis William",170,70,"R","R"
1991,"Tyler","Smith","Tyler Douglas",195,72,"R","R"
1915,"Vinnie","Smith","Vincent Ambrose",176,73,"R","R"
1888,"Wally","Smith","Wallace Henry",180,71,"R","R"
1886,"Wib","Smith","Wilbur Floyd",165,70,"L","R"
1995,"Will","Smith","William Dills",195,70,"R","R"
1989,"Will","Smith","William Michael",255,77,"R","L"
1939,"Willie","Smith","Willie",182,72,"L","L"
1967,"Willie","Smith","Willie Everett",250,78,"R","R"
1960,"Zane","Smith","Zane William",185,74,"L","L"
1966,"Roger","Smithberg","Roger Craig",205,75,"R","R"
1978,"Stephen","Smitherman","Stephen Lydell",230,76,"R","R"
1999,"Canaan","Smith-Njigba","Canaan Elijah",230,72,"L","R"
2002,"AJ","Smith-Shawver","AJ",205,75,"R","R"
1955,"Mike","Smithson","Billy Mike",215,80,"R","R"
1986,"Justin","Smoak","Justin Kyle",220,76,"B","L"
1988,"Josh","Smoker","Joshua Michael",232,73,"L","L"
1989,"Jake","Smolinski","Jacob Michael",210,71,"R","R"
1914,"Clyde","Smoll","Clyde Hetrick",175,70,"B","L"
1967,"John","Smoltz","John Andrew",210,75,"R","R"
1878,"Homer","Smoot","Homer Vernon",180,70,"L","R"
1890,"Henry","Smoyer","Henry Neitz",NA,66,"R","R"
1889,"Frank","Smykal","Frank John",150,67,"R","R"
1989,"Drew","Smyly","Todd Andrew",190,74,"L","L"
1921,"Clancy","Smyres","Clarence Melvin",175,71,"B","R"
1891,"Red","Smyth","James Daniel",152,69,"L","R"
1978,"Steve","Smyth","Steven Delton",220,73,"L","L"
1904,"Harry","Smythe","William Henry",179,70,"L","L"
1979,"Ryan","Snare","Ryan Delbert",190,72,"L","L"
1976,"Esix","Snead","Esix",175,70,"B","R"
1994,"Kirby","Snead","William Kirby",218,73,"L","L"
1992,"Cy","Sneed","Cy Robert",213,76,"R","R"
1861,"John","Sneed","John Law",160,68,"L",NA
1992,"Blake","Snell","Blake Ashton",225,76,"L","L"
1893,"Charlie","Snell","Charles Anthony",160,71,"R","R"
1981,"Ian","Snell","Ian Dante",200,71,"R","R"
1952,"Nate","Snell","Nathaniel",190,76,"R","R"
1889,"Wally","Snell","Walter Henry",170,70,"R","R"
1981,"Chris","Snelling","Christopher Doyle",165,70,"L","L"
1992,"D. J.","Snelten","Donald Marek",240,78,"L","L"
1995,"Collin","Snider","Collin Kenneth",195,76,"R","R"
1926,"Duke","Snider","Edwin Donald",179,72,"L","R"
1988,"Travis","Snider","Travis James",230,72,"L","L"
1963,"Van","Snider","Van Voorhees",185,75,"L","R"
1896,"Roxy","Snipes","Wyatt Eure",185,72,"L","R"
1955,"Brian","Snitker","Brian Gerald",190,73,"R","R"
1870,"Chappie","Snodgrass","Amzie Beal",165,70,"R","R"
1887,"Fred","Snodgrass","Frederick Charles",175,71,"R","R"
1989,"Scott","Snodgress","Scott Andrew",235,78,"L","L"
1949,"Frank","Snook","Frank Walter",180,74,"R","R"
1970,"Chris","Snopek","Christopher Charles",180,73,"R","R"
1895,"Colonel","Snover","Colonel Lester",200,72,"L","L"
1849,"Charlie","Snow","Charles M.",NA,NA,NA,NA
1968,"J. T.","Snow","Jack Thomas",200,74,"L","L"
1913,"Bernie","Snyder","Bernard Austin",165,72,"R","R"
1898,"Bill","Snyder","William Nicholas",NA,NA,"R","R"
1982,"Brad","Snyder","Bradley Michael",220,75,"L","L"
1986,"Brandon","Snyder","Brandon Roger",215,74,"R","R"
1958,"Brian","Snyder","Brian Robert",185,75,"L","L"
1873,"Charles","Snyder","Charles F.",150,68,"R","R"
1981,"Chris","Snyder","Christopher Ryan",235,76,"R","R"
1890,"Chubby","Snyder","Alfred Joseph",NA,NA,NA,NA
1873,"Cooney","Snyder","Abraham Conrad",180,75,"R",NA
1962,"Cory","Snyder","James Cory",175,76,"R","R"
1976,"Earl","Snyder","Earl Clifford",207,72,"R","R"
1854,"Emanuel","Snyder","Emanuel Sebastian",175,70,"R","R"
1894,"Frank","Snyder","Frank Elton",185,74,"R","R"
1931,"Gene","Snyder","Gene Walter",175,71,"R","L"
1848,"George","Snyder","George T.",NA,NA,NA,NA
1886,"Jack","Snyder","John William",168,69,"R","R"
1929,"Jerry","Snyder","Jerry George",170,72,"R","R"
1847,"Jim","Snyder","James C. A.",130,67,NA,NA
1932,"Jim","Snyder","James Robert",185,73,"R","R"
1974,"John","Snyder","John Michael",185,75,"R","R"
1844,"Josh","Snyder","Joshua M.",NA,NA,NA,NA
1977,"Kyle","Snyder","Kyle Ehren",230,80,"B","R"
1995,"Nicklaus","Snyder","Nicklaus Scott",190,76,"R","R"
1854,"Pop","Snyder","Charles N.",184,71,"R","R"
1934,"Russ","Snyder","Russell Henry",190,73,"L","R"
1977,"Scott","Sobkowiak","Scott",230,77,"R","R"
1993,"Chad","Sobotka","Chad Nicholas",225,79,"R","R"
1871,"Chief","Sockalexis","Louis Francis",185,71,"L","R"
1986,"Miguel","Socolovich","Miguel Angel",205,73,"R","R"
1914,"Bill","Sodd","William",210,74,"R","R"
1948,"Eric","Soderholm","Eric Thane",187,71,"R","R"
1972,"Steve","Soderstrom","Stephen Andrew",215,75,"R","R"
2001,"Tyler","Soderstrom","Tyler Christian",200,73,"L","R"
1972,"Clint","Sodowsky","Clint Rea",180,75,"L","R"
1958,"Ray","Soff","Raymond John",185,72,"R","R"
1956,"Rick","Sofield","Richard Michael",195,73,"L","R"
1986,"Eric","Sogard","Eric Sidney",180,70,"L","R"
1997,"Nick","Sogard","Nicholas John",189,73,"B","R"
1965,"Luis","Sojo","Luis Beltran",172,71,"R","R"
1947,"Tony","Solaita","Tolia",210,72,"L","L"
1995,"Nick","Solak","Nicholas Blake",185,71,"R","R"
1987,"Donovan","Solano","Donovan",210,68,"R","R"
1985,"Jhonatan","Solano","Jhonatan",214,69,"R","R"
1960,"Julio","Solano","Julio Cesar",160,73,"R","R"
1987,"Yangervis","Solarte","Yangervis Alfredo",220,71,"B","R"
1979,"Alay","Soler","Alain",240,73,"R","R"
1992,"Jorge","Soler","Jorge Carlos",235,76,"R","R"
1987,"Ali","Solis","Roman Ali",200,72,"R","R"
1930,"Marcelino","Solis","Marcelino",185,73,"L","L"
1988,"Sammy","Solis","Samuel Robert",251,77,"R","L"
1951,"Eddie","Solomon","Eddie",185,74,"R","R"
1997,"Jared","Solomon","Jared R.",200,74,"R","R"
1900,"Mose","Solomon","Mose Hirsch",180,69,"L","L"
1996,"Peter","Solomon","Peter Joseph",211,76,"R","R"
1906,"Moose","Solters","Julius Joseph",190,72,"R","R"
1882,"John","Somerlott","John Wesley",160,72,"R","R"
1868,"Charles","Somers","Charles W.",NA,NA,NA,NA
1853,"Ed","Somerville","Edward G.",158,67,"R","R"
1858,"Joe","Sommer","Joseph John",165,71,"R","R"
1865,"Andy","Sommers","John Andrew",181,71,"R","R"
1923,"Bill","Sommers","William Dunn",180,72,"R","R"
1886,"Rudy","Sommers","Rudolph",165,71,"B","L"
1876,"Andy","Sommerville","Andrew Henry",NA,NA,"R","R"
1989,"Layne","Somsen","Layne Ronald",190,72,"R","R"
1899,"Don","Songer","Donald C.",165,72,"L","L"
1983,"Andy","Sonnanstine","Andrew Michael",190,75,"L","R"
1955,"Lary","Sorensen","Lary Alan",200,74,"R","R"
1977,"Zach","Sorensen","Zach Hart",190,72,"B","R"
1984,"Joakim","Soria","Joakim Agustin",205,75,"R","R"
1976,"Alfonso","Soriano","Alfonso Guilleard",195,73,"R","R"
1999,"George","Soriano","George",210,74,"R","R"
1998,"José","Soriano","José Joaquin",220,75,"R","R"
1979,"Rafael","Soriano","Rafael",230,76,"R","R"
1997,"Mike","Soroka","Michael John Graydon",225,77,"R","R"
1940,"Billy","Sorrell","Billy Lee",190,72,"L","R"
1901,"Vic","Sorrell","Victor Garland",180,70,"R","R"
1896,"Chick","Sorrells","Raymond Edwin",155,69,"R","R"
1965,"Paul","Sorrento","Paul Anthony",195,74,"L","R"
1996,"Edmundo","Sosa","Edmundo Israel",210,72,"R","R"
1950,"Elias","Sosa","Elias",186,74,"R","R"
1985,"Henry","Sosa","Henry",210,73,"R","R"
1978,"Jorge","Sosa","Jorge Bolivar",220,74,"R","R"
1952,"Jose","Sosa","Jose Ynocencio",158,71,"R","R"
1975,"Juan","Sosa","Juan Luis",175,73,"R","R"
2000,"Lenyn","Sosa","Lenyn Jose",180,72,"R","R"
1968,"Sammy","Sosa","Samuel Peralta",165,72,"R","R"
1904,"Denny","Sothern","Dennis Elwood",175,71,"R","R"
1893,"Allen","Sothoron","Allen Sutton",182,71,"B","R"
1989,"Elliot","Soto","Elliot Sebastian",160,69,"R","R"
1983,"Geovany","Soto","Geovany",225,73,"R","R"
1991,"Giovanni","Soto","Giovanni Luis",210,74,"L","L"
1995,"Gregory","Soto","Gregory",234,73,"L","L"
1998,"Juan","Soto","Juan Jose",224,74,"L","L"
2000,"Livan","Soto","Livan Enrique",160,72,"L","R"
1956,"Mario","Soto","Mario Melvin",174,72,"R","R"
1989,"Neftali","Soto","Neftali O.",210,73,"R","R"
1919,"Bud","Souchock","Stephen",203,74,"R","R"
1995,"Bennett","Sousa","John Bennett",220,75,"L","L"
1886,"Clyde","Southwick","Clyde Aubra",180,72,"L","R"
1945,"Bill","Southworth","William Frederick",205,74,"R","R"
1893,"Billy","Southworth","William Harold",170,69,"L","R"
1954,"Mark","Souza","Kenneth Mark",180,72,"L","L"
1989,"Steven","Souza","Steven Jeffrey",225,76,"R","R"
1864,"Bill","Sowders","William Jefferson",155,72,"R","R"
1866,"John","Sowders","John",150,72,"R","L"
1861,"Len","Sowders","Leonard",172,71,"L","L"
1983,"Jeremy","Sowers","Jeremy Bryan",180,73,"L","L"
1877,"Bob","Spade","Robert",190,70,"R","R"
1921,"Warren","Spahn","Warren Edward",172,72,"L","L"
1850,"Al","Spalding","Albert Goodwill",170,73,"R","R"
1893,"Dick","Spalding","Charles Harry",185,71,"L","L"
1984,"Denard","Span","Keiunta Denard",210,72,"L","L"
1991,"Cory","Spangenberg","Cory Joseph",195,72,"L","R"
1933,"Al","Spangler","Albert Donald",175,72,"L","L"
1938,"Bill","Spanswick","William Henry",195,75,"L","L"
1992,"Glenn","Sparkman","Glenn Michael",215,74,"R","R"
1972,"Jeff","Sparks","James Jeffrey",210,75,"R","R"
1975,"Steve","Sparks","Stephen Lanier",210,76,"R","R"
1964,"Steve","Sparks","Steven William",187,72,"R","R"
1874,"Tully","Sparks","Thomas Frank",160,70,"R","R"
1942,"Joe","Sparma","Joseph Blase",190,73,"R","R"
1930,"Bob","Speake","Robert Charles",178,73,"L","L"
1888,"Tris","Speaker","Tristram Edgar",193,71,"L","L"
1985,"Nate","Spears","Nathaniel Joseph",180,71,"L","R"
1998,"Alex","Speas","Alex JoVaughn",225,75,"R","R"
1956,"Cliff","Speck","Robert Clifford",195,76,"R","R"
1897,"By","Speece","Byron Franklin",170,71,"R","R"
1951,"Horace","Speed","Horace Arthur",180,73,"R","R"
1913,"Floyd","Speer","Floyd Vernie",180,72,"R","R"
1886,"Kid","Speer","George Nathan",152,69,"L","L"
1966,"Tim","Spehr","Timothy Joseph",205,74,"R","R"
1950,"Chris","Speier","Chris Edward",175,73,"R","R"
1995,"Gabe","Speier","Gabriel James",200,71,"L","L"
1973,"Justin","Speier","Justin James",200,76,"R","R"
1979,"Ryan","Speier","Ryan Andrew",210,79,"R","R"
1980,"Levale","Speigner","Jimmy Levale",175,71,"R","R"
1946,"Bob","Spence","John Robert",215,76,"L","R"
1853,"Harry","Spence","Harrison Leslie",NA,NA,NA,NA
1988,"Josh","Spence","Joshua Patrick William",195,74,"L","L"
1998,"Mitch","Spence","Mitch Perry",185,73,"R","R"
1915,"Stan","Spence","Stanley Orville",180,70,"L","L"
NA,NA,"Spencer","Spencer",NA,NA,NA,NA
1890,"Ben","Spencer","Lloyd Benjamin",160,68,"L","L"
1883,"Chet","Spencer","Chester Arthur",180,72,"L","R"
1928,"Daryl","Spencer","Daryl Dean",185,74,"R","R"
1926,"George","Spencer","George Elwell",215,73,"R","R"
1905,"Glenn","Spencer","Glenn Edward",155,71,"R","R"
1885,"Hack","Spencer","Fred Calvin",172,67,"R","R"
1947,"Jim","Spencer","James Lloyd",195,74,"L","L"
1900,"Roy","Spencer","Roy Hampton",168,70,"R","R"
1975,"Sean","Spencer","Sean James",185,71,"L","L"
1972,"Shane","Spencer","Michael Shane",210,71,"R","R"
1969,"Stan","Spencer","Stanley Roger",195,76,"R","R"
1951,"Tom","Spencer","Hubert Thomas",170,72,"R","R"
1884,"Tubby","Spencer","Edward Russell",215,70,"R","R"
1894,"Vern","Spencer","Vernon Murray",165,67,"L","R"
1893,"Paul","Speraw","Paul Bachman",145,68,"R","R"
1895,"Ed","Sperber","Edwin George",175,71,"L","L"
1949,"Rob","Sperring","Robert Walter",185,73,"R","R"
1914,"Stan","Sperry","Stanley Kenneth",164,70,"L","R"
1925,"Bob","Spicer","Robert Oberton",173,70,"L","R"
1966,"Bill","Spiers","William James",190,74,"L","R"
1997,"Carson","Spiers","William Carson",205,75,"R","R"
1866,"Harry","Spies","Henry",170,71,"R","R"
1941,"Ed","Spiezio","Edward Wayne",180,71,"R","R"
1972,"Scott","Spiezio","Scott Edward",195,74,"B","R"
1951,"Charlie","Spikes","Leslie Charles",215,75,"R","R"
1979,"Ryan","Spilborghs","Ryan Adam",200,73,"R","R"
1951,"Dan","Spillner","Daniel Ray",190,73,"R","R"
1954,"Harry","Spilman","William Harry",180,73,"L","R"
1913,"Hal","Spindel","Harold Stewart",185,72,"R","R"
1947,"Scipio","Spinks","Scipio Ronald",183,73,"R","R"
1994,"Shea","Spitzbarth","Shea",215,73,"R","R"
1975,"Junior","Spivey","Ernest Lee",185,72,"R","R"
1946,"Paul","Splittorff","Paul William",205,75,"L","L"
1908,"Andy","Spognardi","Andrea Ettore",160,69,"R","R"
1902,"Al","Spohrer","Alfred Ray",175,70,"R","R"
1970,"Paul","Spoljaric","Paul Nikola",205,75,"R","L"
1884,"Carl","Spongberg","Carl Gustave",208,74,"R","R"
1931,"Karl","Spooner","Karl Benjamin",185,72,"R","L"
1979,"Tim","Spooneybarger","Timothy Floyd",190,75,"R","R"
1909,"Jim","Spotts","James Russell",175,70,"R","R"
1967,"Jerry","Spradlin","Jerry Carl",230,79,"B","R"
1920,"Homer","Spragins","Homer Franklin",190,73,"R","R"
1864,"Charlie","Sprague","Charles Wellington",150,71,"L","L"
1945,"Ed","Sprague","Edward Nelson",195,76,"R","R"
1967,"Ed","Sprague","Edward Nelson",215,74,"R","R"
1888,"Harry","Spratt","Henry Lee",175,68,"L","R"
1937,"George","Spriggs","George Herman",175,71,"L","R"
1933,"Jack","Spring","Jack Russell",175,73,"R","L"
1904,"Brad","Springer","Bradford Louis",155,72,"L","L"
1965,"Dennis","Springer","Dennis LeRoy",185,70,"R","R"
1867,"Ed","Springer","Edward Ellsworth",187,74,NA,NA
1989,"George","Springer","George Chelston",220,75,"R","R"
1968,"Russ","Springer","Russell Paul",195,76,"R","R"
1961,"Steve","Springer","Steven Michael",190,72,"R","R"
1992,"Jeffrey","Springs","Jeffrey Scott",218,75,"L","L"
1902,"Joe","Sprinz","Joseph Conrad",185,71,"R","R"
1919,"Charlie","Sproull","Charles William",185,75,"R","R"
1941,"Bob","Sprout","Robert Samuel",165,72,"L","L"
1956,"Bobby","Sprowl","Robert John",190,74,"L","L"
1989,"Zeke","Spruill","Ezekiel Stephen",200,77,"B","R"
1901,"Freddy","Spurgeon","Fred",160,71,"R","R"
1976,"Jay","Spurgeon","Jay Aaron",211,78,"R","R"
1977,"Chris","Spurling","Christopher Michael",240,78,"R","R"
1872,"Ed","Spurney","Edward Frederick",173,68,NA,NA
1952,"Mike","Squires","Michael Lynn",185,71,"L","L"
1921,"Ebba","St. Claire","Edward Joseph",219,73,"B","R"
1960,"Randy","St. Claire","Randy Anthony",180,75,"R","R"
1993,"Locke","St. John","Kenton Locke",205,73,"L","L"
1980,"Max","St. Pierre","Maxim Joseph",175,72,"R","R"
1871,"Jim","St. Vrain","James Marcellin",175,69,"R","L"
NA,"Joe","Stabell","Joseph F.",NA,71,NA,NA
1957,"George","Stablein","George Charles",185,76,"R","R"
1887,"Eddie","Stack","William Edward",175,72,"R","R"
1942,"Marv","Staehle","Marvin Gustave",165,70,"L","R"
NA,NA,"Stafford","Stafford",NA,NA,NA,NA
1938,"Bill","Stafford","William Charles",188,73,"R","R"
1891,"Heinie","Stafford","Henry Alexander",160,67,"R","R"
1868,"James","Stafford","James Joseph",165,68,"R","R"
1870,"John","Stafford","John Henry",170,70,"R","R"
1951,"Steve","Staggs","Stephen Robert",150,69,"R","R"
1873,"Chick","Stahl","Charles Sylvester",160,70,"L","L"
1879,"Jake","Stahl","Garland",195,74,"R","R"
1941,"Larry","Stahl","Larry Floyd",175,72,"L","L"
1970,"Scott","Stahoviak","Scott Edmund",210,77,"L","R"
1950,"Roy","Staiger","Roy Joseph",195,72,"R","R"
1911,"Tuck","Stainback","George Tucker",175,71,"R","R"
1968,"Matt","Stairs","Matthew Wade",200,69,"L","R"
1899,"Gale","Staley","George Gaylord",167,68,"L","R"
1920,"Gerry","Staley","Gerald Lee",195,72,"R","R"
1866,"Harry","Staley","Henry Eli",175,70,"R","R"
1937,"Tracy","Stallard","Evan Tracy",204,77,"R","R"
1922,"Virgil","Stallcup","Thomas Virgil",185,75,"R","R"
1916,"George","Staller","George Walborn",190,71,"L","L"
1867,"George","Stallings","George Tweedy",187,73,"R","R"
1989,"Jacob","Stallings","Jacob Daniel",225,77,"R","R"
1991,"Eric","Stamets","Eric James",183,72,"R","R"
1984,"Craig","Stammen","Craig Nicholas",228,74,"R","R"
1883,"Oscar","Stanage","Oscar Harland",190,71,"R","R"
1916,"Charley","Stanceu","Charles",190,74,"R","R"
1901,"Jerry","Standaert","Jerome John",168,70,"R","R"
1978,"Jason","Standridge","Jason Wayne",240,75,"R","R"
1892,"Pete","Standridge","Alfred Peter",165,70,"R","R"
1943,"Al","Stanek","Albert Wilfred",190,71,"L","L"
1991,"Ryne","Stanek","Ryne Thomas",226,76,"R","R"
1955,"Kevin","Stanfield","Kevin Bruce",190,72,"L","L"
1977,"Jason","Stanford","Jason John",200,74,"L","L"
1985,"Daniel","Stange","Daniel Adam",235,75,"R","R"
1936,"Lee","Stange","Albert Lee",170,70,"R","R"
1951,"Don","Stanhouse","Donald Joseph",185,74,"R","R"
1963,"Pete","Stanicek","Peter Louis",175,71,"B","R"
1961,"Steve","Stanicek","Stephen Blair",190,72,"R","R"
1972,"Rob","Stanifer","Robert Wayne",205,75,"R","R"
1931,"Joe","Stanka","Joe Donald",201,78,"R","R"
1882,"Tom","Stankard","Thomas Francis",190,72,"R","R"
1964,"Andy","Stankiewicz","Andrew Neal",165,69,"R","R"
1915,"Eddie","Stanky","Edward Raymond",170,68,"R","R"
1954,"Bob","Stanley","Robert William",210,76,"R","R"
1889,"Buck","Stanley","John Leonard",160,70,"L","L"
1988,"Cody","Stanley","Cody Franklin",190,70,"L","R"
1947,"Fred","Stanley","Frederick Blair",165,70,"R","R"
1887,"Jim","Stanley","James Francis",148,66,"B","R"
NA,"Joe","Stanley","Joseph",NA,NA,NA,NA
1881,"Joe","Stanley","Joseph Bernard",150,69,"B","R"
1942,"Mickey","Stanley","Mitchell Jack",185,73,"R","R"
1963,"Mike","Stanley","Robert Michael",185,73,"R","R"
1982,"Craig","Stansberry","Craig Leo",185,72,"R","R"
1885,"Jack","Stansbury","John James",165,69,"R","R"
1906,"Buck","Stanton","George Washington",150,70,"L","L"
1989,"Giancarlo","Stanton","Giancarlo Cruz-Michael",245,78,"R","R"
1946,"Leroy","Stanton","Leroy Bobby",195,73,"R","R"
1952,"Mike","Stanton","Michael Thomas",205,74,"B","R"
1967,"Mike","Stanton","William Michael",190,73,"L","L"
1874,"Tom","Stanton","Thomas Patrick",175,70,"B","R"
1961,"Dave","Stapleton","David Earl",185,73,"L","L"
1954,"Dave","Stapleton","David Leslie",178,73,"R","R"
1940,"Willie","Stargell","Wilver Dornel",188,74,"L","L"
1974,"Denny","Stark","Dennis",210,74,"R","R"
1885,"Dolly","Stark","Monroe Randolph",160,69,"R","R"
1965,"Matt","Stark","Matthew Scott",225,76,"R","R"
1880,"Con","Starkel","Conrad",200,72,"R","R"
1992,"Bubba","Starling","Derek",220,76,"R","R"
1873,"George","Starnagle","George Henry",175,71,"R","R"
1878,"Charlie","Starr","Charles Watkin",165,70,"L","R"
1921,"Dick","Starr","Richard Eugene",190,75,"R","R"
1906,"Ray","Starr","Raymond Francis",178,73,"R","R"
1911,"William","Starr","William",175,73,"R","R"
1936,"Herm","Starrette","Herman Paul",175,72,"R","R"
1842,"Joe","Start","Joseph",165,69,"L","L"
1994,"Cody","Stashak","Cody William",180,74,"R","R"
1989,"Brock","Stassi","Brock James",190,73,"L","L"
1991,"Max","Stassi","Max Robert",200,70,"R","R"
1968,"Dave","Staton","David Alan",215,77,"R","R"
1948,"Joe","Staton","Joseph",175,75,"L","L"
